PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_child-development-abstracts-and-bibliography,Child Development Abstracts and Bibliography,,1959.0,2001.0
sim_child-education-plus,Child Education Plus+,,1963.0,2010.0
sim_child-education-quarterly,Child Education Quarterly,,1974.0,1978.0
sim_child-family-behavior-therapy,Child & Family Behavior Therapy,2009; ,1979.0,2011.0
sim_child-family-social-work,Child & Family Social Work,,1998.0,2005.0
sim_child-life,Child Life,,1922.0,2007.0
sim_child-maltreatment,Child Maltreatment,,1998.0,2005.0
sim_child-of-pallas,Child of Pallas,,1800.0,1801.0
sim_child-psychiatry-and-human-development,Child Psychiatry and Human Development,,1970.0,2016.0
sim_child-psychiatry-quarterly,Child Psychiatry Quarterly,,1972.0,1989.0
sim_child-study-a-journal-of-parent-education,Child Study; A Journal of Parent Education,,1952.0,1960.0
sim_child-study-journal,Child Study Journal,,1970.0,2004.0
sim_child-welfare,Child Welfare,,1922.0,2013.0
sim_child-youth-care-forum,Child & Youth Care Forum,,1971.0,2015.0
sim_child-youth-services,Child & Youth Services,1978; 1984; 1993; 1995; 1996; 2000; 2002; 2003; 2004; 2006; ,1977.0,2007.0
sim_childhood,Childhood,,2006.0,2006.0
sim_childhood-education,Childhood Education,2011; ,1924.0,2016.0
sim_children,Children,,1954.0,1971.0
sim_children-and-youth-services-review,Children and Youth Services Review,,1979.0,2008.0
sim_children-schools,Children & Schools,2012; 2013; ,1978.0,2014.0
sim_children-today,Children Today,1995; ,1972.0,1996.0
sim_childrens-digest,Children's Digest,,1950.0,2009.0
sim_childrens-health-care,Children's Health Care,,1979.0,2011.0
sim_childrens-hospital-natl-medical-clinical-proceedings,Children's Hospital National Medical Center: Clinical Proceedings,,1944.0,1984.0
sim_childrens-literature,Children's Literature,,1998.0,1998.0
sim_childrens-literature-in-education,Children's Literature in Education,,1970.0,2015.0
sim_childrens-magazine,Children's Magazine,,1789.0,1789.0
sim_childrens-playcraft,Children's Playcraft,,1976.0,1978.0
sim_childrens-playmate-magazine,Children's Playmate Magazine,2003; 2004; 2005; ,1965.0,2006.0
sim_childrens-theatre-review,Children's Theatre Review: The Journal of the Children's Theatre Association of America,,1980.0,1986.0
sim_childs-friend-and-family-magazine,Child's Friend and Family Magazine,,1843.0,1858.0
sim_childs-nervous-system-chns,Child's Nervous System: ChNS,,1990.0,1996.0
sim_childs-newspaper,Child's Newspaper,,1834.0,1834.0
sim_chiltons-iami,Chilton's IAMI,1976; ,1962.0,1985.0
sim_chiltons-iron-age,Chilton's Iron Age,,1873.0,1983.0
sim_chiltons-oil-and-gas-energy,Chilton's Oil and Gas Energy,,1975.0,1976.0
sim_chiltons-review-of-optometry,Chilton's Review of Optometry,,1977.0,1998.0
sim_chiltons-truck-off-highway-industries,Chilton's Truck & Off-Highway Industries,,1979.0,1983.0
sim_chin-shu-hsueh-pao,Chin Shu Hsueh Pao,,1959.0,1960.0
sim_china-business-review,The China Business Review,1975; 1976; 1977; 1978; 1979; 1980; 1981; ,1974.0,2011.0
sim_china-economic-review,China Economic Review,,1998.0,2013.0
sim_china-journal,The China Journal,,1994.0,1995.0
sim_china-law-and-practice,China Law and Practice,,1987.0,
sim_china-ocean-engineering,China Ocean Engineering,,1988.0,1993.0
sim_china-quarterly,The China Quarterly,,1960.0,2015.0
sim_chinese-astronomy-and-astrophysics,Chinese Astronomy and Astrophysics,,1977.0,1994.0
sim_chinese-culture,Chinese Culture,,1957.0,1999.0
sim_chinese-economy,The Chinese Economy,,1989.0,2002.0
sim_chinese-education-and-society,Chinese Education and Society,,1982.0,2009.0
sim_chinese-environment-and-development,Chinese Environment and Development,,1988.0,1988.0
sim_chinese-journal-of-mechanical-engineering,Chinese Journal of Mechanical Engineering,,1988.0,1990.0
sim_chinese-language-teachers-association-journal,Chinese Language Teachers Association. Journal of the Chinese Language Teachers Association,,1966.0,1996.0
sim_chinese-literature-essays-articles-reviews,"Chinese Literature: Essays, Articles, Reviews",,1979.0,2008.0
sim_chinese-mathematics,Chinese Mathematics,,1962.0,1967.0
sim_chinese-mechanical-engineering-abstracts,Chinese Mechanical Engineering Abstracts,,1988.0,1990.0
sim_chinese-recorder-and-missionary-journal,Chinese Recorder and Missionary Journal,,1867.0,1906.0
sim_chinese-science-bulletin,Chinese Science Bulletin,,1989.0,1991.0
sim_chinese-sociological-review,Chinese Sociological Review,,1991.0,2000.0
sim_chinese-studies-in-history,Chinese Studies in History,,1989.0,1996.0
sim_ching-feng,Ching Feng,2001; 2002; ,1985.0,2003.0
sim_chirogram-the-chiropractic-physician,The Chirogram : The Chiropractic Physician,1974; ,1972.0,1977.0
sim_chiropractic-journal-of-australia,Chiropractic Journal of Australia,,1986.0,2003.0
sim_chirurg,Chirurg,,1982.0,1983.0
sim_chirurgie,Chirurgie,1969; 1974; ,1968.0,1980.0
sim_chirurgie-pediatrique,Chirurgie Pediatrique,,1968.0,1980.0
sim_chirurgische-praxis,Chirurgische Praxis,1974; 1975; 1976; 1977; 1978; ,1973.0,1980.0
sim_choice,Choice,,1964.0,2016.0
sim_choral-journal,The Choral Journal,,1959.0,2015.0
sim_chord-a-quarterly-devoted-to-music,Chord; A Quarterly Devoted to Music,,1899.0,1900.0
sim_christian,Christian,,1959.0,1973.0
sim_christian-advocate,Christian Advocate,,1956.0,1973.0
sim_christian-advocate-1823,Christian Advocate,,1823.0,1834.0
sim_christian-advocate-uk,Christian Advocate,1993; 1994; 1995; ,1978.0,1978.0
sim_christian-assoc-for-psychological-studies-bulletin,Christian Association for Psychological Studies. The Bulletin - Christian Association for Psychological Studies,,1975.0,1981.0
sim_christian-assoc-for-psychological-studies-proceedings,Christian Association for Psychological Studies. Proceedings of the Annual Convention,,1954.0,1967.0
sim_christian-baptist,Christian Baptist,,1823.0,1829.0
sim_christian-bookseller,Christian Bookseller,,1955.0,1982.0
sim_christian-cabinet,Christian Cabinet,,1802.0,1802.0
sim_christian-century,The Christian Century,,1900.0,2016.0
sim_christian-chronicle,Christian Chronicle,,1818.0,1818.0
sim_christian-communications,Christian Communications,,1972.0,1973.0
sim_christian-crusade,Christian Crusade,,1960.0,2010.0
sim_christian-disciple-and-theological-review,The Christian Disciple and Theological Review,,1813.0,1823.0
sim_christian-education-journal,Christian Education Journal,1996; ,1985.0,2015.0
sim_christian-examiner,The Christian Examiner,,1824.0,1869.0
sim_christian-herald,Christian Herald,,1941.0,1992.0
sim_christian-herald-and-seamans-magazine,The Christian Herald and Seaman's Magazine,,1816.0,1824.0
sim_christian-heritage,Christian Heritage,,1883.0,1978.0
sim_christian-history-biography,Christian History & Biography,,1989.0,2008.0
sim_christian-history-containing-accounts,"Christian History, Containing Accounts of the Revival and Propagation of Religion in Great Britain, America, Etc",,1743.0,1745.0
sim_christian-intelligencer,Christian Intelligencer,,1821.0,1836.0
sim_christian-journal-and-literary-register,"Christian Journal, and Literary Register",,1817.0,1830.0
sim_christian-librarian,Christian Librarian,2004; ,1982.0,2006.0
sim_christian-life,Christian Life,,1973.0,1988.0
sim_christian-literature,Christian Literature,,1889.0,1897.0
sim_christian-magazine,Christian Magazine,,1824.0,1827.0
sim_christian-messenger,Christian Messenger,,1815.0,1821.0
sim_christian-ministry,Christian Ministry,,1969.0,1999.0
sim_christian-mirror,Christian Mirror,,1814.0,1814.0
sim_christian-monitor,Christian Monitor,,1806.0,1818.0
sim_christian-news-from-israel,Christian News From Israel,1978; ,1972.0,1982.0
sim_christian-observatory-a-religious-and-literary-magazine,Christian Observatory:  a Religious and Literary Magazine,,1847.0,1850.0
sim_christian-observer,Christian Observer,,1965.0,1976.0
sim_christian-observer-from-the-london-ed,The Christian Observer. From the London Ed,,1802.0,1825.0
sim_christian-parlor-magazine,Christian Parlor Magazine,,1844.0,1854.0
sim_christian-peace-conference,Christian Peace Conference,,1985.0,1990.0
sim_christian-philanthropist-devoted-to-literature-religion,Christian Philanthropist; Devoted to Literature and Religion,,1822.0,1823.0
sim_christian-quarterly,Christian Quarterly,,1869.0,1876.0
sim_christian-quarterly-review,Christian Quarterly Review,,,
sim_christian-reformer-or-evangelical-miscellany,Christian Reformer; Or Evangelical Miscellany,,1828.0,1829.0
sim_christian-register,Christian Register,,1822.0,1823.0
sim_christian-register-and-moral-theological-review,Christian Register and Moral Theological Review,,1816.0,1817.0
sim_christian-remembrancer-a-quarterly-review,Christian Remembrancer. A Quarterly Review,,1819.0,1868.0
sim_christian-review,Christian Review,,1836.0,1863.0
sim_christian-scholars-review,Christian Scholar's Review,,1970.0,2015.0
sim_christian-secretary,Christian Secretary,,1822.0,1851.0
sim_christian-social-action,Christian Social Action,,1988.0,2004.0
sim_christian-standard,Christian Standard,,1988.0,2015.0
sim_christian-statesman,Christian Statesman,,1989.0,1994.0
sim_christian-teacher,Christian Teacher,,1974.0,1979.0
sim_christian-telescope-and-universalist-miscellany,Christian Telescope and Universalist Miscellany,,1824.0,1828.0
sim_christian-visitant,Christian Visitant,,1815.0,1816.0
sim_christian-visitor,Christian Visitor,,1823.0,1823.0
sim_christianity-and-crisis,Christianity and Crisis,,1941.0,1993.0
sim_christianity-today,Christianity Today,,1956.0,2015.0
sim_christians-magazine-designed-to-promote-the-knowledge,"Christian's Magazine, Designed to Promote the Knowledge and Influence of Evangelical Truth and Order",,1806.0,1811.0
sim_christians-magazine-reviewer-and-religious-intelligencer,"Christian's Magazine, Reviewer and Religious Intelligencer",,1805.0,1808.0
sim_christians-monitor,Christian's Monitor,,1799.0,1799.0
sim_christians-scholars-and-farmers-magazine,"Christian's, Scholar's, and Farmer's Magazine; Calculated, in an Eminent Degree, to Promote Religion; To Disseminate Useful Knowledge; To Afford Literary Pleasures and Amusement, and to Advance the Interests of Agriculture",,1789.0,1791.0
sim_christians-weekly-monitor,Christian's Weekly Monitor,,1815.0,1818.0
sim_christopher-street,Christopher Street,,1990.0,1995.0
sim_chromatographia,Chromatographia,,1968.0,1986.0
sim_chromatographic-reviews,Chromatographic Reviews,,1959.0,1971.0
sim_chromatography,Chromatography,,1986.0,1987.0
sim_chromatography-abstracts,Chromatography Abstracts,,1973.0,1986.0
sim_chromosoma,Chromosoma,,1939.0,2004.0
sim_chronic-disease-advances-in-diagnosis-and-treatment,Chronic Disease; Advances in Diagnosis and Treatment,,1972.0,1975.0
sim_chronicle,Chronicle,,1979.0,2006.0
sim_chronicle-early-american-industries-assoc,"The Chronicle of the Early American Industries Association, Inc",,1933.0,2008.0
sim_chronicle-of-higher-education,The Chronicle of Higher Education,,1966.0,2016.0
sim_chronicle-of-philanthropy,The Chronicle of Philanthropy,,1988.0,2016.0
sim_chronicle-of-the-horse,Chronicle of the Horse,,1937.0,2014.0
sim_chronicles-of-the-north-american-savages,Chronicles of the North American Savages,,1835.0,1835.0
sim_chronobiologia,Chronobiologia,1922; 1923; 1924; 1925; 1926; 1927; 1928; 1929; 1930; 1931; 1932; 1933; 1934; 1935; 1936; 1937; 1938; 1939; 1940; 1941; 1942; 1943; 1944; 1945; 1946; 1947; 1948; 1949; 1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960; 2006; ,1979.0,1979.0
sim_chronobiology-international,Chronobiology International,,1997.0,2007.0
sim_chronology-of-international-events,Chronology of International Events,,1945.0,1955.0
sim_chrysalis,Chrysalis,,1979.0,1980.0
sim_chrysostom,Chrysostom,,1974.0,1980.0
sim_chuan-kuo-hsin-shu-mu,Ch'uan Kuo Hsin Shu Mu,1952; 1953; 1961; ,1951.0,1963.0
sim_chung-hua-hsueh-tso-chih,Chung-Hua Hsueh Tso Chih,,1963.0,1964.0
sim_chung-hua-jen-min-kung-ho-kuo-jen-min-pai-paio-to-hui,Chung Hua Jen Min Kung Ho Kuo Jen Min Pai Paio to Hui,1961; ,1957.0,1963.0
sim_chung-hua-wai-ko-tsa-chih,Chung Hua Wai K'o Tsa Chih,,1963.0,1964.0
sim_chung-kuo-ching-kung-yeh,Chung-Kuo Ch'ing Kung Yeh,,1953.0,1960.0
sim_chung-kuo-fang-chih,Chung-Kuo Fang Chih,1952; ,1951.0,1960.0
sim_chung-kuo-ko-hsueh,Chung Kuo K'o Hsueh,,1963.0,1964.0
sim_chung-kuo-kung-yeh,Chung-Kuo Kung Yeh,,1949.0,1958.0
sim_chung-kuo-nung-yeh-ko-hsueh,Chung Kuo Nung Yeh K'o Hsueh,,1962.0,1964.0
sim_chung-kuo-yu-wen,Chung Kuo Yu Wen,1958; 1959; 1960; 1961; 1962; ,1952.0,1963.0
sim_chung-yang-ho-tso-tung-hsun,Chung Yang Ho Tso T'ung Hsun,1953; ,1952.0,1958.0
sim_church,Church,,1990.0,1996.0
sim_church-administration,Church Administration,,1962.0,2003.0
sim_church-herald,Church Herald,,1973.0,2009.0
sim_church-history,Church History,,1932.0,2015.0
sim_church-library-magazine,Church Library Magazine,,1962.0,1970.0
sim_church-music,Church Music,,1966.0,1980.0
sim_church-musician,The Church Musician,,1962.0,1997.0
sim_church-musician-today,Church Musician Today,,1997.0,1999.0
sim_church-of-god-evangel,Church of God Evangel,,1910.0,2001.0
sim_church-quarterly-review,The Church Quarterly Review,,1875.0,1907.0
sim_church-record,Church Record,,1822.0,1823.0
sim_church-recreation-magazine,Church Recreation Magazine,,1962.0,1995.0
sim_church-review,The Church Review,,1848.0,1891.0
sim_church-state,Church & State,,1948.0,2015.0
sim_church-theological-review,Church Theological Review,,1961.0,1970.0
sim_church-times,Church Times,,1975.0,2012.0
sim_churchman,Churchman,,1975.0,2014.0
sim_churchmans-magazine,The Churchman's Magazine,1824; ,1804.0,1827.0
sim_churchmans-repository-for-the-eastern-diocese,Churchman's Repository for the Eastern Diocese,,1820.0,1820.0
sim_ciba-geigy-journal,CIBA-GEIGY Journal,,1971.0,1992.0
sim_ciba-journal,CIBA Journal,,1967.0,1970.0
sim_ciencia-e-investigacion,Ciencia E Investigacion,,1950.0,1954.0
sim_ciencias-administrativas,Ciencias Administrativas,1978; ,1975.0,1979.0
sim_cig-cryogenics-and-industrial-gases,CIG: Cryogenics and Industrial Gases,,1965.0,1976.0
sim_cim-bulletin,CIM Bulletin,,1984.0,1999.0
sim_cim-review,CIM Review,,1989.0,1990.0
sim_cim-technology-casa-smes-magazine,CIM Technology: CASA/SME's Magazine of Computers in Design and Manufacturing,,1982.0,1986.0
sim_cimarron-review,Cimarron Review,,1967.0,2008.0
sim_cincinnati-art-museum-bulletin,The Cincinnati Art Museum Bulletin,1969; 1970; ,1950.0,1988.0
sim_cincinnati-literary-gazette,Cincinnati Literary Gazette,,1824.0,1825.0
sim_cincinnati-weekly-herald-and-philanthropist,Cincinnati Weekly Herald and Philanthropist,,1836.0,1846.0
sim_cineaste,Cineaste,,1967.0,2015.0
sim_cinegram-magazine,Cinegram Magazine,,1976.0,1977.0
sim_cinema,Cinema,1975; ,1962.0,1976.0
sim_cinema-journal,Cinema Journal,,1983.0,2009.0
sim_cinema-news,Cinema News,1974; ,1972.0,1980.0
sim_cinema-nuovo,Cinema Nuovo,1973; 1974; 1978; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1972.0,1991.0
sim_cinethique,Cinethique,1978; 1979; ,1974.0,1983.0
sim_cio,Cio,,1989.0,1993.0
sim_cipa-journal-chartered-institute-of-patent-agents,CIPA; The Journal of the Chartered Institute of Patent Agents,,1971.0,1974.0
sim_circuit-world,Circuit World,,2004.0,2004.0
sim_circuits-assembly,Circuits Assembly,,1990.0,2003.0
sim_circuits-manufacturing,Circuits Manufacturing,,1961.0,1990.0
sim_circular,The Circular,,1821.0,1825.0
sim_circulation,Circulation,,1950.0,2013.0
sim_circulation-research,Circulation Research,,1953.0,2011.0
sim_circus,Circus,1980; ,1966.0,1993.0
sim_circus-raves,Circus Raves,,1974.0,1975.0
sim_cirurgia-y-cirujanos,Cirurgia y Cirujanos,,1949.0,1954.0
sim_cistercian-studies-quarterly,Cistercian Studies Quarterly,,1981.0,2013.0
sim_cithara,Cithara,,1961.0,2014.0
sim_citibank-monthly-economic-letter,Citibank. Monthly Economic Letter,,1914.0,1981.0
sim_cities,Cities,1985; 1986; 1987; 1988; ,1983.0,2009.0
sim_citizen,Citizen,,1955.0,1989.0
sim_citizen-airman,Citizen Airman,,1972.0,2010.0
sim_citizen-american-society-extension-university-teaching,Citizen: American Society for Extension of University Teaching,,1895.0,1898.0
sim_citizens-centre-report,Citizens Centre Report,,2002.0,2003.0
sim_citrus-and-vegetable-world,Citrus and Vegetable World,,1972.0,1973.0
sim_citrus-industry,The Citrus Industry,,1920.0,2007.0
sim_city,City,,1967.0,1972.0
sim_city-hall-recorder,City Hall Recorder,,1816.0,1822.0
sim_city-jackdaw,City Jackdaw,,1875.0,1880.0
sim_city-magazine,City Magazine,1975; ,1974.0,1993.0
sim_city-of-london-law-review,City of London Law Review,,,
sim_city-society,City & Society,,1989.0,1992.0
sim_city-state,City & State,,1985.0,1994.0
sim_civic-public-works,Civic Public Works,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1979.0,1994.0
sim_civil-and-religious-intelligencer-or-the-gleanor,Civil and Religious Intelligencer; Or the Gleanor and Monitor,,1816.0,1817.0
sim_civil-engineering-1930,Civil Engineering,,1930.0,2011.0
sim_civil-engineering-1976,Civil Engineering,,1976.0,1988.0
sim_civil-engineering-for-practicing-and-design-engineers,Civil Engineering for Practicing and Design Engineers,,1982.0,1986.0
sim_civil-rights-journal,Civil Rights Journal,1996; 2001; ,1995.0,2002.0
sim_civil-service-journal,Civil Service Journal,,1960.0,1979.0
sim_civil-war-history,Civil War History,,1955.0,2014.0
sim_civil-war-times,Civil War Times,,1962.0,2015.0
sim_cj-management-training-digest,CJ Management & Training Digest,,1995.0,1998.0
sim_claremont-reading-conference-yearbook,Claremont Reading Conference. Yearbook,,1936.0,2002.0
sim_classic-american-homes,Classic American Homes,,1979.0,2001.0
sim_classic-images,Classic Images,1974; ,1973.0,2015.0
sim_classical-and-quantum-gravity,Classical and Quantum Gravity,,1984.0,2010.0
sim_classical-antiquity,Classical Antiquity,,1988.0,2012.0
sim_classical-association-proceedings,Classical Association. Proceedings,,1976.0,1980.0
sim_classical-bulletin,Classical Bulletin,,1925.0,2006.0
sim_classical-journal,The Classical Journal,2015; ,1905.0,2017.0
sim_classical-museum-a-journal-of-philology,"Classical Museum, a Journal of Philology, and of Ancient History and Literature",,1844.0,1850.0
sim_classical-outlook,The Classical Outlook,,1923.0,2012.0
sim_classical-philology,Classical Philology,,1906.0,2015.0
sim_classical-quarterly,Classical Quarterly,,1907.0,2014.0
sim_classical-review,The Classical Review,,1887.0,2015.0
sim_classical-world,The Classical World,,1907.0,2015.0
sim_clavier-a-magazine-for-pianists-and-organists,Clavier:  A Magazine for Pianists and Organists,,,
sim_clays-and-clay-minerals,Clays and Clay Minerals,1965; ,1959.0,1977.0
sim_clean-air,Clean Air,,1978.0,1981.0
sim_clear-creek,Clear Creek,,1971.0,1972.0
sim_clearing-house,The Clearing House,2013; ,1920.0,2015.0
sim_clearinghouse-review,Clearinghouse Review,,1979.0,2014.0
sim_clergy-journal,The Clergy Journal,2009; ,1924.0,2011.0
sim_clergy-review,The Clergy Review,,1931.0,1987.0
sim_cleveland-clinic-journal-of-medicine,Cleveland Clinic Journal of Medicine,,1932.0,2014.0
sim_cleveland-magazine,Cleveland Magazine,2007; 2010; 2011; ,1973.0,2014.0
sim_climate-control,Climate Control,,1973.0,1974.0
sim_climatic-change,Climatic Change,2000; ,1984.0,2009.0
sim_clinica-chimica-acta,Clinica Chimica Acta,,1956.0,2000.0
sim_clinical-and-experimental-allergy,Clinical and Experimental Allergy,2001; 2002; 2008; ,1980.0,2011.0
sim_clinical-and-experimental-dermatology,Clinical and Experimental Dermatology,,1980.0,1996.0
sim_clinical-and-experimental-immunology,Clinical and Experimental Immunology,,1980.0,1998.0
sim_clinical-and-experimental-pharmacology-physiology,Clinical and Experimental Pharmacology & Physiology,1994; 1995; 1996; 1997; 1998; 1999; 2000; ,1980.0,2003.0
sim_clinical-biochemistry-reviews,Clinical Biochemistry Reviews,1973; 1974; ,1987.0,1987.0
sim_clinical-biofeedback-and-health,Clinical Biofeedback and Health,,1978.0,1987.0
sim_clinical-biomechanics,Clinical Biomechanics,,1986.0,2010.0
sim_clinical-bulletin,Clinical Bulletin,,1979.0,1981.0
sim_clinical-bulletin-of-myofascial-therapy,Clinical Bulletin of Myofascial Therapy,1981; 1982; 1983; 1984; 1985; 1986; ,1997.0,1997.0
sim_clinical-chemistry,Clinical Chemistry,,1955.0,2015.0
sim_clinical-diabetes,Clinical Diabetes,,1989.0,1996.0
sim_clinical-eeg-and-neuroscience,Clinical EEG and Neuroscience,,1973.0,2007.0
sim_clinical-endocrinology,Clinical Endocrinology,,1980.0,2005.0
sim_clinical-eye-and-vision-care,Clinical Eye and Vision Care,,1988.0,1995.0
sim_clinical-gerontologist,Clinical Gerontologist,,1982.0,2007.0
sim_clinical-hemorheology-and-microcirculation,Clinical Hemorheology and Microcirculation,,1981.0,1994.0
sim_clinical-imaging,Clinical Imaging,,1979.0,2005.0
sim_clinical-infectious-diseases,Clinical Infectious Diseases,,1979.0,2013.0
sim_clinical-journal-of-pain,The Clinical Journal of Pain,,1993.0,2011.0
sim_clinical-journal-of-sport-medicine,Clinical Journal of Sport Medicine,,1993.0,2012.0
sim_clinical-kinesiology-online,Clinical Kinesiology (Online),,1947.0,2002.0
sim_clinical-laboratory-news,Clinical Laboratory News,,1991.0,1996.0
sim_clinical-laboratory-science,Clinical Laboratory Science,,1988.0,2012.0
sim_clinical-linguistics-phonetics,Clinical Linguistics & Phonetics,1997; 1998; 1999; 2000; ,1993.0,2004.0
sim_clinical-management,Clinical Management,,1989.0,1992.0
sim_clinical-materials,Clinical Materials,,1990.0,1994.0
sim_clinical-medicine,Clinical Medicine,,1895.0,1978.0
sim_clinical-microbiology-and-infection,Clinical Microbiology and Infection,1999; ,1998.0,2003.0
sim_clinical-microbiology-reviews,Clinical Microbiology Reviews,,1988.0,2004.0
sim_clinical-neurophysiology,Clinical Neurophysiology,,1949.0,2005.0
sim_clinical-notes-on-respiratory-diseases,Clinical Notes on Respiratory Diseases,,1962.0,1983.0
sim_clinical-nuclear-medicine,Clinical Nuclear Medicine,,1976.0,2008.0
sim_clinical-nursing-research,Clinical Nursing Research,,1996.0,2010.0
sim_clinical-nutrition,Clinical Nutrition,,1982.0,2015.0
sim_clinical-obstetrics-and-gynecology,Clinical Obstetrics and Gynecology,,1958.0,2013.0
sim_clinical-orthopaedics-and-related-research,Clinical Orthopaedics and Related Research,,1953.0,2015.0
sim_clinical-otolaryngology,Clinical Otolaryngology,1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1980.0,2006.0
sim_clinical-pediatrics,Clinical Pediatrics,,1962.0,2004.0
sim_clinical-pharmacology-and-therapeutics,Clinical Pharmacology and Therapeutics,,1960.0,2014.0
sim_clinical-pharmacy,Clinical Pharmacy,,1990.0,1993.0
sim_clinical-physiology-and-functional-imaging,Clinical Physiology and Functional Imaging,,1981.0,1996.0
sim_clinical-preventive-dentistry,Clinical Preventive Dentistry,,1979.0,1992.0
sim_clinical-psychiatry-news,Clinical Psychiatry News,,1989.0,1996.0
sim_clinical-psychologist,The Clinical Psychologist,,1947.0,1987.0
sim_clinical-psychology-and-psychotherapy,Clinical Psychology and Psychotherapy,,2006.0,2006.0
sim_clinical-psychology-review,Clinical Psychology Review,,1981.0,2015.0
sim_clinical-psychology-science-and-practice,Clinical Psychology: Science and Practice,,1994.0,2002.0
sim_clinical-radiology,Clinical Radiology,,1949.0,2015.0
sim_clinical-reproduction-and-fertility,Clinical Reproduction and Fertility,1984; ,1982.0,1987.0
sim_clinical-research,Clinical Research,,1958.0,1994.0
sim_clinical-respiratory-physiology,Clinical Respiratory Physiology,,1965.0,1982.0
sim_clinical-social-work-journal,Clinical Social Work Journal,,1973.0,2012.0
sim_clinical-spine-surgery,Clinical Spine Surgery,,1993.0,2012.0
sim_clinical-supervisor,The Clinical Supervisor,,1983.0,2005.0
sim_clinical-toxicology,Clinical Toxicology,1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1997; 1998; 1999; 2000; 2001; 2002; ,1968.0,2010.0
sim_clinical-vision-sciences,Clinical Vision Sciences,,1987.0,1993.0
sim_clinics-and-research-in-hepatology-and-gastroenterology,Clinics and Research in Hepatology and Gastroenterology,,1977.0,1981.0
sim_clinics-in-chest-medicine,Clinics in Chest Medicine,,1980.0,2014.0
sim_clinics-in-communication-disorders,Clinics in Communication Disorders,,1991.0,1994.0
sim_clinics-in-dermatology,Clinics in Dermatology,1995; 1996; 1997; ,1992.0,2003.0
sim_clinics-in-geriatric-medicine,Clinics in Geriatric Medicine,,1985.0,2013.0
sim_clinics-in-haematology,Clinics in Haematology,,1972.0,1986.0
sim_clinics-in-laboratory-medicine,Clinics in Laboratory Medicine,,1981.0,2015.0
sim_clinics-in-oncology,Clinics in Oncology,,1982.0,1986.0
sim_clinics-in-perinatology,Clinics in Perinatology,,1977.0,2013.0
sim_clinics-in-plastic-surgery,Clinics in Plastic Surgery,,1974.0,2008.0
sim_clinics-in-podiatric-medicine-and-surgery,Clinics in Podiatric Medicine and Surgery,2005; ,1986.0,2014.0
sim_clinics-in-sports-medicine,Clinics in Sports Medicine,,1982.0,2015.0
sim_clio,Clio,,1971.0,2011.0
sim_close-up,Close-Up,,1970.0,1977.0
sim_clu-forum-report,CLU Forum Report,,1980.0,1980.0
sim_club-management,Club Management,,1958.0,2009.0
sim_club-room,Club-Room,,1820.0,1820.0
sim_cma-magazine,CMA Magazine,,1926.0,2013.0
sim_cmm-confectionery-manufacture-and-marketing,"CMM, Confectionery Manufacture and Marketing",,1964.0,1967.0
sim_cnv,Cn & V,,1972.0,1984.0
sim_co-ed,Co-Ed,,1969.0,1985.0
sim_co-op-magazine,Co-Op Magazine,,1976.0,1980.0
sim_coach-and-athlete,Coach and Athlete,,1938.0,1982.0
sim_coach-and-athletic-director,Coach and Athletic Director,,1931.0,2010.0
sim_coaches-review,Coaches Review,2003; ,1931.0,2005.0
sim_coaching-womens-athletics,Coaching: Women's Athletics,,1976.0,1981.0
sim_coal-age,Coal Age,,1911.0,2015.0
sim_coal-mining-1949,Coal Mining,,1949.0,1961.0
sim_coal-mining-1964,Coal Mining,,1964.0,1988.0
sim_coast-guard-bulletin,Coast Guard Bulletin,,1942.0,1953.0
sim_coastal-engineering,Coastal Engineering,,1976.0,2004.0
sim_coastal-management,Coastal Management,,1973.0,2005.0
sim_coatings-in-canada,Coatings in Canada,,1975.0,1978.0
sim_cobbetts-magazine-a-monthly-review,"Cobbett's Magazine, a Monthly Review of Politics, History, Science, Domestic Pursuits",,1833.0,1834.0
sim_cobbetts-political-register,Cobbett's Political Register,,1816.0,1818.0
sim_cobbetts-weekly-political-register,Cobbett's Weekly Political Register,,1802.0,1835.0
sim_coda-magazine,Coda Magazine,,1973.0,2008.0
sim_coffee-and-tea-industries-spices-and-flavors,"Coffee and Tea Industries, Spices and Flavors",,1950.0,1963.0
sim_cognition,Cognition,,1972.0,2010.0
sim_cognition-and-instruction,Cognition and Instruction,,1996.0,2007.0
sim_cognitive-affective-and-behavioral-neuroscience,"Cognitive, Affective and Behavioral Neuroscience",,2001.0,2015.0
sim_cognitive-brain-research,Cognitive Brain Research,,1992.0,2003.0
sim_cognitive-development,Cognitive Development,,1998.0,2005.0
sim_cognitive-science,Cognitive Science,,1998.0,2008.0
sim_cognitive-therapy-and-research,Cognitive Therapy and Research,,1989.0,2010.0
sim_cohens-gazette-and-lottery-register,Cohen's Gazette and Lottery Register,,1814.0,1830.0
sim_coin-world,Coin World,,1960.0,2015.0
sim_coinage,Coinage,1974; ,1972.0,1996.0
sim_coins,Coins,,1955.0,2015.0
